73  3
 0   1  -1   1   0  -1   0   0  -1
 0  -1   1   0  -1   0   1  -1   0
-1   0   0   0  -1   0   0   0  -1
 -0.060123    0.059734    0.278303    0.229755   -0.039056    0.308401   -0.347457   -0.039056   -0.268811
 -0.026863   -0.231221    0.118511   -0.043183   -0.252691   -0.048581   -0.204110   -0.252691   -0.209508
  0.312577    0.231221   -0.118511   -0.217345    0.041924    0.049673   -0.007749    0.041924    0.259269
