203  4
 0   1   0   1   0   0  -1  -1  -1   0.00000   0.00000   0.50000
 0   0   1  -1  -1  -1   1   0   0   0.00000   0.50000   0.00000
 0   0   1   1   0   0   0   1   0   0.00000   0.00000   0.00000
-1   0   0   0  -1   0   0   0  -1   0.00000   0.00000   0.00000
 -0.058824    0.205882   -0.088235   -0.058824   -0.088235    0.205882   -0.058824    0.205882   -0.058824   -0.205882    0.058824    0.058824
  0.254902   -0.058824   -0.117647   -0.078431   -0.117647   -0.058824   -0.078431   -0.058824    0.254902    0.058824   -0.254902    0.078431
 -0.078431   -0.058824   -0.117647    0.254902   -0.117647   -0.058824    0.254902   -0.058824   -0.078431    0.058824    0.078431   -0.254902
