204  4
 0   1  -1   1   0  -1   0   0  -1   0.00000   0.00000   0.00000
 0  -1   1   0  -1   0   1  -1   0   0.00000   0.00000   0.00000
 0   0   1   1   0   0   0   1   0   0.00000   0.00000   0.00000
-1   0   0   0  -1   0   0   0  -1   0.00000   0.00000   0.00000
  0.000000    0.214286   -0.071429    0.000000   -0.071429    0.214286    0.071429    0.285714    0.071429   -0.285714   -0.071429   -0.071429
  0.125000   -0.008929   -0.080357   -0.125000   -0.205357   -0.133929    0.080357    0.071429    0.205357   -0.071429   -0.205357   -0.080357
 -0.125000   -0.133929   -0.205357    0.125000   -0.080357   -0.008929    0.205357    0.071429    0.080357   -0.071429   -0.080357   -0.205357
