198  3
-1   0   0   0  -1   0   0   0   1
-1   0   0   0   1   0   0   0  -1
 0   0   1   1   0   0   0   1   0
 -0.333333    0.000000    0.000000   -0.333333    0.000000    0.000000    0.000000    0.333333    0.000000
  0.000000   -0.333333    0.000000    0.000000    0.333333    0.000000    0.000000    0.000000    0.333333
  0.000000    0.000000    0.333333    0.000000    0.000000   -0.333333    0.333333    0.000000    0.000000
