217  3
 0  -1   0   0  -1   1   1  -1   0
 0   0   1   1   0   0   0   1   0
-1   0   1   0  -1   1   0   0   1
 -0.029826    0.322613    0.092350    0.136766    0.406686    0.190983   -0.269920   -0.054217    0.136766
 -0.161895   -0.164518   -0.171418   -0.253677   -0.114683   -0.057185   -0.138993   -0.196492   -0.253677
  0.304752    0.291725   -0.040816    0.039981    0.152660   -0.161769   -0.112679    0.201750    0.039981
