69  3
 0   1   0   1   0   0  -1  -1  -1
 0   0   1  -1  -1  -1   1   0   0
-1   0   0   0  -1   0   0   0  -1
 -0.112730   -0.129418    0.111046   -0.291913    0.086247    0.209898   -0.209898    0.004232    0.291913
 -0.179008   -0.234989   -0.132398   -0.094564    0.219533    0.111805   -0.111805    0.236774    0.094564
  0.395164   -0.162187   -0.000000    0.168664   -0.267609    0.235289   -0.235289    0.136344   -0.168664
