192  3
 1  -1   0   1   0   0   0   0   1
 0   1   0   1   0   0   0   0  -1
-1   0   0   0  -1   0   0   0  -1
  0.133382    0.000000   -0.186731   -0.313045   -0.009190    0.000000    0.009190    0.313045    0.000000
  0.000000    0.374086    0.000000    0.000000    0.000000   -0.374086    0.000000    0.000000   -0.374086
  0.351099    0.000000    0.115792    0.115990    0.262171    0.000000   -0.262171   -0.115990    0.000000
